"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"RemoteTask-RPCSS-In-TCP","RemoteTask-RPCSS-In-TCP","Remote Scheduled Tasks Management (RPC-EPMAP)","@FirewallAPI.dll,-33252","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.","@FirewallAPI.dll,-33257","RemoteTask-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteTask-RPCSS-In-TCP","2",,"",,,"3","","","Remote Scheduled Tasks Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33252","65536",
"Microsoft-Windows-Enrollment-WinRT-TCP-Out","Microsoft-Windows-Enrollment-WinRT-TCP-Out","Windows Device Management Enrollment Service (TCP out)","@FirewallAPI.dll,-37502","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allow outbound TCP traffic from Windows Device Management Enrollment Service","@FirewallAPI.dll,-37505","Microsoft-Windows-Enrollment-WinRT-TCP-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-Enrollment-WinRT-TCP-Out","2",,"",,,"3","","","Windows Device Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-37502","65536",
"WINRM-HTTP-In-TCP","WINRM-HTTP-In-TCP","Windows Remote Management (HTTP-In)","@FirewallAPI.dll,-30267","True","Domain, Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]","@FirewallAPI.dll,-30253","WINRM-HTTP-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WINRM-HTTP-In-TCP","2",,"",,,"3","","","Windows Remote Management","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-30267","65536",
"WINRM-HTTP-In-TCP-PUBLIC","WINRM-HTTP-In-TCP-PUBLIC","Windows Remote Management (HTTP-In)","@FirewallAPI.dll,-30267","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]","@FirewallAPI.dll,-30253","WINRM-HTTP-In-TCP-PUBLIC",,,"2",,"3","MSFT|FW|FirewallRule|WINRM-HTTP-In-TCP-PUBLIC","2",,"",,,"3","","","Windows Remote Management","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-30267","65536",
"WINRM-HTTP-Compat-In-TCP","WINRM-HTTP-Compat-In-TCP","Windows Remote Management - Compatibility Mode (HTTP-In)","@FirewallAPI.dll,-30252","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Compatibility mode inbound rule for Windows Remote Management via WS-Management. [TCP 80]","@FirewallAPI.dll,-35001","WINRM-HTTP-Compat-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WINRM-HTTP-Compat-In-TCP","2",,"",,,"3","","","Windows Remote Management (Compatibility)","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30252","65536",
"Microsoft-Windows-PeerDist-HttpTrans-In","Microsoft-Windows-PeerDist-HttpTrans-In","BranchCache Content Retrieval (HTTP-In)","@peerdistsh.dll,-9000","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for BranchCache to allow data transfer using HTTP [TCP 80]","@peerdistsh.dll,-10000","Microsoft-Windows-PeerDist-HttpTrans-In",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HttpTrans-In","2",,"",,,"3","","","BranchCache - Content Retrieval (Uses HTTP)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9000","65536",
"Microsoft-Windows-PeerDist-HttpTrans-Out","Microsoft-Windows-PeerDist-HttpTrans-Out","BranchCache Content Retrieval (HTTP-Out)","@peerdistsh.dll,-9000","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for BranchCache to allow data transfer using HTTP [TCP 80]","@peerdistsh.dll,-10001","Microsoft-Windows-PeerDist-HttpTrans-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HttpTrans-Out","2",,"",,,"3","","","BranchCache - Content Retrieval (Uses HTTP)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9000","65536",
"Microsoft-Windows-PeerDist-WSD-In","Microsoft-Windows-PeerDist-WSD-In","BranchCache Peer Discovery (WSD-In)","@peerdistsh.dll,-9001","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for BranchCache to allow peer discovery [UDP 3702]","@peerdistsh.dll,-10002","Microsoft-Windows-PeerDist-WSD-In",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-WSD-In","2",,"",,,"3","","","BranchCache - Peer Discovery (Uses WSD)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9001","65536",
"Microsoft-Windows-PeerDist-WSD-Out","Microsoft-Windows-PeerDist-WSD-Out","BranchCache Peer Discovery (WSD-Out)","@peerdistsh.dll,-9001","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for BranchCache to allow peer discovery [UDP 3702]","@peerdistsh.dll,-10003","Microsoft-Windows-PeerDist-WSD-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-WSD-Out","2",,"",,,"3","","","BranchCache - Peer Discovery (Uses WSD)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9001","65536",
"Microsoft-Windows-PeerDist-HostedServer-In","Microsoft-Windows-PeerDist-HostedServer-In","BranchCache Hosted Cache Server (HTTP-In)","@peerdistsh.dll,-9002","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for BranchCache to allow communication between a hosted cache and its clients [TCP]","@peerdistsh.dll,-10004","Microsoft-Windows-PeerDist-HostedServer-In",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedServer-In","2",,"",,,"3","","","BranchCache - Hosted Cache Server (Uses HTTPS)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9002","65536",
"Microsoft-Windows-PeerDist-HostedServer-Out","Microsoft-Windows-PeerDist-HostedServer-Out","BranchCache Hosted Cache Server(HTTP-Out)","@peerdistsh.dll,-9002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for BranchCache to allow communication between a hosted cache and its clients [TCP]","@peerdistsh.dll,-10005","Microsoft-Windows-PeerDist-HostedServer-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedServer-Out","2",,"",,,"3","","","BranchCache - Hosted Cache Server (Uses HTTPS)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9002","65536",
"Microsoft-Windows-PeerDist-HostedClient-Out","Microsoft-Windows-PeerDist-HostedClient-Out","BranchCache Hosted Cache Client (HTTP-Out)","@peerdistsh.dll,-9003","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for BranchCache to allow connection to a hosted cache server [TCP]","@peerdistsh.dll,-10006","Microsoft-Windows-PeerDist-HostedClient-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedClient-Out","2",,"",,,"3","","","BranchCache - Hosted Cache Client (Uses HTTPS)","False","False",,"System.String[]","PersistentStore","0","@peerdistsh.dll,-9003","65536",
"RemoteDesktop-UserMode-In-TCP","RemoteDesktop-UserMode-In-TCP","Remote Desktop - User Mode (TCP-In)","@FirewallAPI.dll,-28752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Desktop service to allow RDP traffic. [TCP 3389]","@FirewallAPI.dll,-28775","RemoteDesktop-UserMode-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteDesktop-UserMode-In-TCP","2",,"",,,"3","","","Remote Desktop","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28752","65536",
"RemoteDesktop-UserMode-In-UDP","RemoteDesktop-UserMode-In-UDP","Remote Desktop - User Mode (UDP-In)","@FirewallAPI.dll,-28752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Desktop service to allow RDP traffic. [UDP 3389]","@FirewallAPI.dll,-28776","RemoteDesktop-UserMode-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteDesktop-UserMode-In-UDP","2",,"",,,"3","","","Remote Desktop","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28752","65536",
"RemoteDesktop-Shadow-In-TCP","RemoteDesktop-Shadow-In-TCP","Remote Desktop - Shadow (TCP-In)","@FirewallAPI.dll,-28752","False","Any","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Desktop service to allow shadowing of an existing Remote Desktop session. (TCP-In)","@FirewallAPI.dll,-28778","RemoteDesktop-Shadow-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteDesktop-Shadow-In-TCP","2",,"",,,"3","","","Remote Desktop","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28752","65536",
"RemoteDesktop-In-TCP-WS","RemoteDesktop-In-TCP-WS","Remote Desktop - (TCP-WS-In)","@FirewallAPI.dll,-28782","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Desktop service to allow RDP over WebSocket traffic. [TCP 3387]","@FirewallAPI.dll,-28780","RemoteDesktop-In-TCP-WS",,,"2",,"3","MSFT|FW|FirewallRule|RemoteDesktop-In-TCP-WS","2",,"",,,"3","","","Remote Desktop (WebSocket)","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28782","65536",
"RemoteDesktop-In-TCP-WSS","RemoteDesktop-In-TCP-WSS","Remote Desktop - (TCP-WSS-In)","@FirewallAPI.dll,-28782","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Desktop service to allow RDP traffic over secure WebSocket. [TCP 3392]","@FirewallAPI.dll,-28783","RemoteDesktop-In-TCP-WSS",,,"2",,"3","MSFT|FW|FirewallRule|RemoteDesktop-In-TCP-WSS","2",,"",,,"3","","","Remote Desktop (WebSocket)","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28782","65536",
"PlayTo-HTTPSTR-In-TCP-NoScope","PlayTo-HTTPSTR-In-TCP-NoScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-HTTPSTR-In-TCP-PlayToScope","PlayTo-HTTPSTR-In-TCP-PlayToScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-NoScope","PlayTo-In-UDP-NoScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-LocalSubnetScope","PlayTo-In-UDP-LocalSubnetScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-PlayToScope","PlayTo-In-UDP-PlayToScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-Out-UDP-NoScope","PlayTo-Out-UDP-NoScope","Cast to Device streaming server (RTP-Streaming-Out)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36006","PlayTo-Out-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-Out-UDP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-Out-UDP-LocalSubnetScope","PlayTo-Out-UDP-LocalSubnetScope","Cast to Device streaming server (RTP-Streaming-Out)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36006","PlayTo-Out-UDP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-Out-UDP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-Out-UDP-PlayToScope","PlayTo-Out-UDP-PlayToScope","Cast to Device streaming server (RTP-Streaming-Out)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36006","PlayTo-Out-UDP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-Out-UDP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-RTSP-NoScope","PlayTo-In-RTSP-NoScope","Cast to Device streaming server (RTSP-Streaming-In)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]","@FirewallAPI.dll,-36008","PlayTo-In-RTSP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-RTSP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-RTSP-LocalSubnetScope","PlayTo-In-RTSP-LocalSubnetScope","Cast to Device streaming server (RTSP-Streaming-In)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]","@FirewallAPI.dll,-36008","PlayTo-In-RTSP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-RTSP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-RTSP-PlayToScope","PlayTo-In-RTSP-PlayToScope","Cast to Device streaming server (RTSP-Streaming-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]","@FirewallAPI.dll,-36008","PlayTo-In-RTSP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-RTSP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-SSDP-Discovery-PlayToScope","PlayTo-SSDP-Discovery-PlayToScope","Cast to Device SSDP Discovery (UDP-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow discovery of Cast to Device targets using SSDP","@FirewallAPI.dll,-36104","PlayTo-SSDP-Discovery-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-SSDP-Discovery-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-UPnP-Events-PlayToScope","PlayTo-UPnP-Events-PlayToScope","Cast to Device UPnP Events (TCP-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow receiving UPnP Events from Cast to Device targets","@FirewallAPI.dll,-36106","PlayTo-UPnP-Events-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-UPnP-Events-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-QWave-In-UDP-PlayToScope","PlayTo-QWave-In-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-In)","@FirewallAPI.dll,-36001","True","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]","@FirewallAPI.dll,-36010","PlayTo-QWave-In-UDP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-QWave-In-UDP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36001","65536",
"PlayTo-QWave-Out-UDP-PlayToScope","PlayTo-QWave-Out-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-Out)","@FirewallAPI.dll,-36001","True","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]","@FirewallAPI.dll,-36012","PlayTo-QWave-Out-UDP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-QWave-Out-UDP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36001","65536",
"PlayTo-QWave-In-TCP-PlayToScope","PlayTo-QWave-In-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-In)","@FirewallAPI.dll,-36001","True","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]","@FirewallAPI.dll,-36014","PlayTo-QWave-In-TCP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-QWave-In-TCP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36001","65536",
"PlayTo-QWave-Out-TCP-PlayToScope","PlayTo-QWave-Out-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-Out)","@FirewallAPI.dll,-36001","True","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]","@FirewallAPI.dll,-36016","PlayTo-QWave-Out-TCP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-QWave-Out-TCP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36001","65536",
"RRAS-GRE-In","RRAS-GRE-In","Routing and Remote Access (GRE-In)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for RRAS to allow Generic Routing Encapsulation Protocol traffic.","@FirewallAPI.dll,-33769","RRAS-GRE-In",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-GRE-In","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"RRAS-GRE-Out","RRAS-GRE-Out","Routing and Remote Access (GRE-Out)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for RRAS to allow Generic Routing Encapsulation Protocol Traffic","@FirewallAPI.dll,-33773","RRAS-GRE-Out",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-GRE-Out","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"RRAS-L2TP-In-UDP","RRAS-L2TP-In-UDP","Routing and Remote Access (L2TP-In)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]","@FirewallAPI.dll,-33753","RRAS-L2TP-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-L2TP-In-UDP","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"RRAS-L2TP-Out-UDP","RRAS-L2TP-Out-UDP","Routing and Remote Access (L2TP-Out)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]","@FirewallAPI.dll,-33757","RRAS-L2TP-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-L2TP-Out-UDP","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"RRAS-PPTP-In-TCP","RRAS-PPTP-In-TCP","Routing and Remote Access (PPTP-In)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]","@FirewallAPI.dll,-33765","RRAS-PPTP-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-PPTP-In-TCP","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"RRAS-PPTP-Out-TCP","RRAS-PPTP-Out-TCP","Routing and Remote Access (PPTP-Out)","@FirewallAPI.dll,-33752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]","@FirewallAPI.dll,-33761","RRAS-PPTP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RRAS-PPTP-Out-TCP","2",,"",,,"3","","","Routing and Remote Access","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33752","65536",
"Microsoft-Windows-DeviceManagement-CertificateInstall-TCP-Out","Microsoft-Windows-DeviceManagement-CertificateInstall-TCP-Out","Windows Device Management Certificate Installer (TCP out)","@FirewallAPI.dll,-37502","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allow outbound TCP traffic from Windows Device Management Certificate Installer","@FirewallAPI.dll,-37507","Microsoft-Windows-DeviceManagement-CertificateInstall-TCP-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-DeviceManagement-CertificateInstall-TCP-Out","2",,"",,,"3","","","Windows Device Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-37502","65536",
